given_name,surname,gender,birthdate,country_of_birth,current_country,phone_number,postcode,national_insurance_number,bank_account_number,cc_status,weight,height,blood_group,avg_n_drinks_per_week,avg_n_cigret_per_week,education_level,n_countries_visited
Dylan,Henry,M,1960-02-28,Norfolk Island,United Kingdom,+447700 900505,CW6Y 3HU,ZZ 487078 T,078463941,0,52.1,1.78,A-,8.5,385.7,secondary,30
Abbie,Ferguson,F,1982-05-01,Gabon,United Kingdom,07700 900 010,G0 2BZ,ZZ 82 70 54 T,083856954,0,42.4,1.7,B+,3.3,291.3,secondary,13
Marilyn,Ford,F,1972-02-20,Monaco,United Kingdom,07700 900703,SP1 5WR,ZZ951988T,100137064,0,87.3,1.99,B+,8.1,84.2,masters,48
Katy,Martin,F,1998-11-18,Falkland Islands (Malvinas),United Kingdom,(07700)900051,N2 5NB,ZZ 83 97 18 T,084854997,0,45.5,1.95,A+,5.0,216.7,secondary,39
Lesley,Howells,F,1987-02-06,Saudi Arabia,United Kingdom,(07700)900672,TN81 5WP,ZZ965881T,098425370,0,97.2,1.51,O+,6.9,357.5,masters,18
Ellie,Khan,F,1974-12-10,Belize,United Kingdom,07700900514,B0H 0QX,ZZ 68 84 07 T,041803554,0,53.1,1.68,O+,3.0,453.9,secondary,7
Amanda,Ellis,F,1965-10-03,Samoa,United Kingdom,+44(0)7700 900607,W9 0GN,ZZ 83 39 62 T,045970250,1,57.5,1.73,O+,8.0,75.9,masters,37
Russell,Hayward,M,2001-04-17,British Virgin Islands,United Kingdom,+44(0)7700 900 657,N1F 7QN,ZZ 824161 T,128192133,0,36.8,1.7,O+,6.3,463.4,secondary,43
George,Donnelly,M,1996-02-26,Ireland,United Kingdom,(07700) 900407,L7 0DF,ZZ 596429 T,090554249,0,87.5,1.83,O+,6.4,400.4,other,45
Jake,Davies,M,1979-05-22,Saint Pierre and Miquelon,United Kingdom,+44(0)7700 900237,W2 6AY,ZZ 612611 T,046424721,1,38.7,1.77,B+,2.3,267.6,secondary,29
Suzanne,Howell,F,1975-11-28,Iran,United Kingdom,+44(0)7700 900830,W5 6SB,ZZ 58 38 35 T,083713550,0,56.1,1.78,A-,4.2,169.2,secondary,20
Alex,Williams,M,1991-01-30,Saudi Arabia,United Kingdom,07700900816,HA95 8XJ,ZZ553159T,031431062,0,40.2,1.68,O+,0.9,329.4,secondary,44
Marcus,Scott,M,1997-01-23,Italy,United Kingdom,07700900824,L8 0RD,ZZ 336732 T,062252689,0,60.9,1.73,O+,9.7,67.4,secondary,8
Kyle,Stone,M,1977-03-15,Indonesia,United Kingdom,07700900762,WS7N 9BB,ZZ431097T,083392939,0,98.9,1.76,A+,0.6,157.3,secondary,2
Joyce,Abbott,F,2003-06-22,Micronesia,United Kingdom,07700 900 608,NG7Y 3DQ,ZZ 539387 T,021028854,0,99.7,1.93,B+,6.3,157.3,secondary,8
Amber,Jones,F,1987-04-30,Rwanda,United Kingdom,+44(0)7700 900214,WA9M 2XF,ZZ 954868 T,085789728,0,64.0,1.59,O+,3.8,450.7,secondary,47
Rosemary,Fletcher,F,1963-04-05,Ireland,United Kingdom,+44(0)7700 900 290,L23 8QG,ZZ 96 65 38 T,079135498,0,67.6,1.56,O+,6.5,31.4,secondary,45
Stanley,Dunn,M,1981-12-29,Rwanda,United Kingdom,07700 900 307,HA5 6LS,ZZ 226907 T,113494231,0,42.4,1.92,B+,9.5,268.7,masters,49
Victoria,Matthews,F,1960-09-19,Sierra Leone,United Kingdom,+447700 900 434,S2A 8YS,ZZ 72 88 26 T,070804553,0,58.8,1.43,B+,4.1,411.5,secondary,38
Toby,Cox,M,1962-02-27,Turks and Caicos Islands,United Kingdom,(07700) 900 454,G93 4US,ZZ205051T,049024034,0,78.4,1.65,A+,1.8,292.8,secondary,38
Jayne,Foster,F,2002-01-13,British Virgin Islands,United Kingdom,+44(0)7700 900020,PH22 4HQ,ZZ 195059 T,020544724,0,77.2,1.65,A+,6.2,181.9,primary,25
George,Knight,M,1973-11-25,Switzerland,United Kingdom,+447700 900117,GY2 5DN,ZZ560229T,070406537,0,69.2,1.7,O-,8.8,357.0,bachelor,14
Robin,Turner,M,1973-09-01,Northern Mariana Islands,United Kingdom,(07700) 900 273,KT0 3SU,ZZ 53 54 94 T,074218608,0,55.8,1.52,O+,5.3,194.9,masters,37
Lynn,Parkes,F,1962-06-10,Panama,United Kingdom,07700 900893,N95 6TE,ZZ 270383 T,092751493,0,37.8,1.66,B+,4.5,2.2,bachelor,14
Mohamed,Robinson,M,1988-02-16,Peru,United Kingdom,07700 900991,NP8V 2WQ,ZZ 859861 T,035736789,0,94.8,1.42,A+,5.9,271.5,primary,7
Gemma,Campbell,F,1997-11-15,Antigua and Barbuda,United Kingdom,07700900628,S2T 1LJ,ZZ 37 27 30 T,123040808,0,43.1,1.49,O+,3.3,12.9,bachelor,4
Justin,Moore,M,2002-05-12,Taiwan,United Kingdom,+44(0)7700900783,CH5M 3GE,ZZ597442T,019089164,0,44.3,1.86,A+,1.5,223.5,secondary,38
Christian,Price,M,1959-09-02,Thailand,United Kingdom,+447700 900 462,W01 8NU,ZZ 574139 T,129866549,0,37.5,1.91,A+,9.3,163.0,secondary,3
Charlene,Leach,F,1983-07-18,Kuwait,United Kingdom,+447700 900 434,TR3Y 2AQ,ZZ823863T,011131065,0,94.6,1.8,A+,2.6,85.2,masters,23
Wayne,Wright,M,1996-04-20,Burundi,United Kingdom,07700900293,LN9 5TQ,ZZ 43 58 07 T,042961806,1,87.1,1.75,O+,1.2,336.1,secondary,35
Sylvia,Roberts,F,1961-01-21,Bosnia and Herzegovina,United Kingdom,(07700) 900585,E6B 8UL,ZZ 59 19 60 T,027972616,0,71.8,1.85,B+,2.8,20.3,bachelor,9
Aaron,Anderson,M,1957-01-18,Chad,United Kingdom,(07700)900854,W3K 9HU,ZZ 14 37 53 T,029572580,0,92.9,1.77,A+,4.7,333.8,secondary,37
Lydia,Moore,F,1989-07-26,Burundi,United Kingdom,(07700)900313,LE27 0AH,ZZ 39 53 37 T,057863436,0,90.8,1.53,O+,8.9,352.1,masters,13
Paige,Reeves,F,1960-08-22,Togo,United Kingdom,+447700 900 510,BB2P 6HW,ZZ118215T,049453061,0,77.8,1.71,O+,6.2,368.2,masters,5
Chloe,Peacock,F,1986-12-12,Puerto Rico,United Kingdom,07700900641,M2C 6BS,ZZ916588T,014208089,0,46.1,1.95,O+,4.2,300.0,secondary,22
Clive,Harris,M,1989-07-22,Liberia,United Kingdom,07700 900 184,B4H 2JA,ZZ057211T,036206632,0,63.1,1.85,O+,3.9,220.0,secondary,2
Danny,Thompson,M,1968-05-10,Ukraine,United Kingdom,07700 900029,M38 4HA,ZZ 61 98 53 T,040804156,0,84.5,1.45,O+,0.2,267.1,secondary,43
Jemma,Evans,F,1969-07-01,Greece,United Kingdom,+44(0)7700 900 834,TW5 0YX,ZZ558306T,129024970,0,76.7,1.94,O+,1.2,332.5,bachelor,32
Rebecca,Thornton,F,1992-10-14,Belarus,United Kingdom,07700 900370,S3 6UR,ZZ 172888 T,020840716,0,58.1,1.52,B+,4.1,42.1,secondary,8
Eleanor,Gibson,F,2002-03-19,Brunei Darussalam,United Kingdom,07700 900 302,W9 7GP,ZZ 939937 T,088300803,0,56.2,1.89,O+,5.2,472.2,secondary,44
Alice,Wells,F,1957-03-29,Solomon Islands,United Kingdom,+44(0)7700900202,SR5 0UP,ZZ993855T,055291071,0,57.5,1.94,O+,2.5,259.7,secondary,14
Peter,Mills,M,1964-01-28,Wallis and Futuna,United Kingdom,+44(0)7700 900322,E8B 4FY,ZZ405675T,032882636,0,85.8,1.59,A-,7.9,8.2,secondary,17
Lesley,Nicholson,F,1995-08-28,Montenegro,United Kingdom,07700900784,G9 2NU,ZZ 29 95 80 T,048687090,0,37.6,1.91,O+,5.9,478.5,secondary,15
Christopher,King,M,1999-07-13,Nigeria,United Kingdom,07700 900300,DN0 0XJ,ZZ254370T,019947565,0,72.7,1.84,A+,4.3,462.1,secondary,41
Gavin,Mills,M,1958-01-22,Bosnia and Herzegovina,United Kingdom,07700 900 577,L11 4SA,ZZ 87 48 99 T,114312299,0,82.8,1.77,B+,6.7,385.5,phD,23
Geraldine,Wood,F,1966-09-30,Botswana,United Kingdom,+44(0)7700 900 198,NE7 0FJ,ZZ 376996 T,053980669,0,95.3,1.69,A-,9.4,1.0,secondary,42
Steven,Mistry,M,1963-10-01,Egypt,United Kingdom,07700 900356,G11 0PD,ZZ168131T,068846442,0,73.2,1.64,A+,2.7,156.5,other,48
Denis,Roberts,M,1958-09-08,Ireland,United Kingdom,(07700)900159,JE3 2QG,ZZ 905168 T,090628175,0,77.8,1.78,A+,2.7,373.1,secondary,3
Gillian,Adams,F,1975-05-17,Algeria,United Kingdom,+44(0)7700900760,S9 3LW,ZZ741361T,085274152,0,92.1,1.94,O+,4.7,122.2,phD,40
Marie,Coates,F,1972-08-11,Moldova,United Kingdom,07700 900431,BB04 1RN,ZZ184250T,020739568,0,41.4,1.82,O-,9.2,264.3,bachelor,7
Trevor,Brown,M,2000-09-07,Samoa,United Kingdom,(07700) 900 377,NE9 5JU,ZZ 95 99 00 T,060788689,0,92.2,1.69,O+,0.6,482.3,secondary,10
Garry,Harris,M,2003-09-29,Andorra,United Kingdom,07700 900819,ZE08 0AJ,ZZ 50 47 96 T,059074689,0,44.0,1.52,O-,8.7,61.2,secondary,33
Louis,Hughes,M,1983-10-08,Macao,United Kingdom,+447700900347,HU9 9QJ,ZZ 19 05 25 T,098467778,0,80.6,1.52,A+,2.8,76.2,secondary,9
Laura,Donnelly,F,1964-02-28,Svalbard & Jan Mayen Islands,United Kingdom,+44(0)7700 900609,N4F 0BN,ZZ 47 53 93 T,109008880,0,96.1,1.74,A+,1.6,241.7,secondary,39
Stacey,Freeman,F,2000-06-14,Pakistan,United Kingdom,+44(0)7700900876,NR8V 2RZ,ZZ 603608 T,043571897,0,87.9,1.49,O+,0.4,184.6,bachelor,9
Molly,Pope,F,1973-11-24,Nigeria,United Kingdom,+447700 900754,SL52 5PE,ZZ224946T,033365291,0,94.1,1.68,A+,1.5,137.8,masters,14
Karen,Brown,F,1996-08-07,San Marino,United Kingdom,07700 900 068,TD37 0SG,ZZ588474T,079015725,0,48.1,1.77,A+,7.2,224.6,secondary,44
Yvonne,Miller,F,1989-01-19,Spain,United Kingdom,+44(0)7700900113,B8 2EB,ZZ 11 12 13 T,094997925,0,78.6,1.52,O-,1.5,308.3,secondary,47
Mohammad,Grant,M,1974-01-16,Colombia,United Kingdom,(07700) 900 059,DH7N 7TQ,ZZ 83 13 72 T,027800131,0,43.4,1.69,O+,7.7,278.5,bachelor,43
Jordan,Watkins,M,1957-12-11,Cambodia,United Kingdom,(07700)900430,N3 4YR,ZZ 583319 T,109824996,0,36.9,1.73,AB+,7.4,496.3,secondary,38
Eric,Evans,M,1999-10-27,Korea,United Kingdom,(07700) 900 556,B2T 7QU,ZZ181528T,129056524,0,76.8,1.67,A+,3.2,338.0,secondary,24
Lesley,Cole,F,1995-12-08,Marshall Islands,United Kingdom,+447700 900296,M20 7BY,ZZ 628610 T,011329851,0,75.0,1.91,O+,2.4,25.5,secondary,10
Bradley,Harding,M,2000-11-12,Cameroon,United Kingdom,+44(0)7700 900455,M51 6WX,ZZ793917T,024793966,0,68.9,1.79,A-,2.0,284.7,masters,35
Ashleigh,Hargreaves,F,1983-05-18,Montenegro,United Kingdom,+44(0)7700 900840,N2 0DJ,ZZ 88 87 78 T,025153712,0,67.7,1.69,A+,6.9,67.1,masters,4
Jordan,O'Neill,M,1988-07-10,Paraguay,United Kingdom,07700900741,CO98 8FY,ZZ 10 04 47 T,047893568,0,62.6,1.79,A+,8.7,38.8,secondary,16
Kenneth,Pickering,M,1990-12-10,Nepal,United Kingdom,07700900193,KW4H 2GL,ZZ125861T,045622647,0,90.4,1.87,O+,6.9,37.3,secondary,2
Dylan,Hope,M,1958-10-30,Tokelau,United Kingdom,(07700)900047,TW9 9HD,ZZ 030795 T,077111317,0,47.9,1.43,A+,2.4,399.4,secondary,49
Elaine,Miles,F,1970-05-24,South Africa,United Kingdom,(07700) 900 730,G06 0XQ,ZZ156066T,065565564,0,77.9,1.87,A+,2.6,332.2,bachelor,26
Denis,Cook,M,2001-08-23,Macedonia,United Kingdom,+447700900819,NP6X 3EN,ZZ 44 37 92 T,050974814,0,70.7,1.65,AB+,5.5,215.9,other,6
Lee,Adams,M,1962-03-03,Congo,United Kingdom,(07700) 900359,GY3W 8XT,ZZ526166T,111037580,0,90.5,1.86,A+,8.7,31.3,secondary,33
Gareth,Gibbons,M,2002-12-17,Liberia,United Kingdom,07700 900 090,N53 7UA,ZZ 400482 T,026865630,0,51.7,1.69,A+,4.2,46.6,primary,44
Adrian,Pritchard,M,1999-07-23,Tunisia,United Kingdom,(07700) 900622,G44 6NG,ZZ 57 32 77 T,093410555,0,78.2,1.91,A+,6.5,236.1,secondary,22
Graeme,Wilson,M,1957-10-23,Cocos (Keeling) Islands,United Kingdom,+44(0)7700900758,EH51 1ZN,ZZ 28 99 07 T,037732930,1,84.5,1.6,A+,4.0,158.1,secondary,46
Dylan,Coleman,M,1957-04-29,Monaco,United Kingdom,+44(0)7700 900237,WD59 1WY,ZZ 513710 T,127027319,0,45.2,1.72,B+,5.9,339.9,phD,13
Gary,Rowe,M,1997-12-26,Myanmar,United Kingdom,+447700900026,ZE5 0JL,ZZ 42 44 78 T,010569094,0,75.6,1.96,A-,9.7,298.9,secondary,27
Alison,Begum,F,1970-11-11,Gibraltar,United Kingdom,+44(0)7700900884,E2 8GQ,ZZ 204955 T,031514015,0,76.5,1.51,A+,2.4,366.5,secondary,34
Marian,Lambert,F,1958-01-05,Guyana,United Kingdom,+44(0)7700 900 914,HX99 1FN,ZZ055785T,092373596,0,65.6,1.64,O+,1.5,393.2,other,41
Laura,Hammond,F,1960-03-06,Venezuela,United Kingdom,+447700 900 837,S7 0ZR,ZZ 89 55 34 T,019157025,0,46.4,2.0,O+,4.2,444.0,bachelor,50
Pamela,Rees,F,1981-12-31,Sierra Leone,United Kingdom,+447700 900294,CT80 4FR,ZZ 37 91 09 T,049298857,0,83.3,1.84,A+,8.8,70.4,secondary,33
Jake,Wood,M,1968-11-13,Anguilla,United Kingdom,+447700 900897,N9F 1SU,ZZ976926T,116064040,0,99.8,1.45,O+,8.2,141.1,secondary,23
Timothy,George,M,1977-01-01,Gabon,United Kingdom,(07700)900953,G49 1DR,ZZ 74 08 50 T,080055046,0,48.8,1.7,O+,8.8,333.4,secondary,44
Gary,Walker,M,1973-06-12,Sweden,United Kingdom,07700 900445,IM7E 3FY,ZZ 403464 T,120537178,0,43.7,1.98,A+,5.3,101.1,phD,11
Helen,Duffy,F,1994-10-23,Cote d'Ivoire,United Kingdom,07700900150,PE0 0HH,ZZ 21 90 99 T,080816777,0,96.0,1.8,A-,9.6,262.0,secondary,10
Patricia,Matthews,F,1985-12-29,Poland,United Kingdom,07700 900 875,LA8 9QZ,ZZ739314T,050515781,0,49.5,1.55,A+,5.0,23.6,secondary,37
Tracy,Humphries,F,1971-06-24,Singapore,United Kingdom,+447700900062,HU8 3WX,ZZ 39 39 22 T,032836860,0,83.4,1.41,O+,4.4,180.7,other,34
Marcus,Arnold,M,1972-07-27,Bahamas,United Kingdom,+447700 900251,CF89 9ZP,ZZ 383100 T,114651002,0,41.2,1.85,A+,1.7,81.2,primary,39
Helen,Lee,F,1973-07-23,Guatemala,United Kingdom,+447700900954,E3 4YW,ZZ 68 21 40 T,111392076,0,54.9,1.63,O+,1.2,14.8,secondary,27
Joshua,Cook,M,1979-09-05,Portugal,United Kingdom,(07700)900061,NW6 6EW,ZZ 555568 T,113267772,0,80.4,1.67,O-,9.1,138.2,secondary,46
Mandy,Baker,F,1999-06-02,Serbia,United Kingdom,(07700)900902,G80 5YS,ZZ 34 54 27 T,094521414,0,87.0,1.95,O+,2.3,409.6,secondary,36
Andrew,Browne,M,1994-08-26,Saint Vincent and the Grenadines,United Kingdom,+447700900200,DE0Y 0TQ,ZZ 04 46 02 T,106419414,0,39.4,1.49,A+,2.2,117.7,secondary,35
Donald,Watkins,M,1967-04-17,Spain,United Kingdom,(07700) 900 747,RH7B 2PY,ZZ 635507 T,048401043,0,47.8,1.64,O-,3.7,148.8,secondary,19
Luke,Lee,M,1975-06-24,Mali,United Kingdom,+447700 900 618,B0S 0RX,ZZ 93 01 97 T,046544805,0,42.3,1.49,A+,2.9,423.2,masters,30
Donald,Gardner,M,1962-03-03,San Marino,United Kingdom,(07700) 900 982,CM7 1WD,ZZ 541224 T,048906810,0,73.5,1.84,A-,5.1,444.0,bachelor,28
Owen,Patel,M,1999-06-17,Cambodia,United Kingdom,07700900598,KT5 2TH,ZZ 42 22 03 T,048117780,0,48.1,1.77,A+,0.3,180.2,bachelor,35
Sian,Carter,F,1995-03-01,Palau,United Kingdom,07700 900966,G2D 8HA,ZZ 977659 T,071380513,0,74.9,1.69,A+,5.7,318.3,secondary,29
Adam,Stanley,M,1980-04-14,Taiwan,United Kingdom,(07700) 900215,S3 2QL,ZZ 999928 T,033033837,0,45.3,1.47,A+,9.1,299.0,secondary,5
Beverley,Macdonald,F,1982-10-08,Ireland,United Kingdom,07700 900 918,M4 2TN,ZZ 701219 T,041001039,0,85.6,1.7,O+,4.0,351.2,bachelor,29
Gemma,Price,F,1960-10-03,Kenya,United Kingdom,(07700) 900142,N60 5HX,ZZ874312T,111448674,0,72.6,1.58,O-,5.2,195.9,secondary,9
Glen,Jones,M,1976-04-18,Hungary,United Kingdom,+447700900958,E3H 6WZ,ZZ484304T,045574397,0,68.5,1.82,A+,1.4,279.6,phD,22
Nathan,Richardson,M,1967-11-03,Italy,United Kingdom,+447700900401,WR8A 5SH,ZZ 62 92 83 T,058676318,0,87.6,1.47,A+,10.0,341.1,secondary,40
Jessica,Nelson,F,1977-07-21,Myanmar,United Kingdom,(07700)900076,M9D 9ZG,ZZ 99 58 21 T,125885663,0,86.4,1.61,O+,7.1,499.2,secondary,2
Francesca,Stewart,F,1980-07-08,Anguilla,United Kingdom,07700 900174,W98 8NW,ZZ 361993 T,080315540,0,79.9,1.85,B+,3.6,385.2,secondary,32
Leah,Thomson,F,1977-11-10,Cook Islands,United Kingdom,+447700 900213,NP3R 3GX,ZZ132713T,115480201,0,35.6,1.55,O+,5.7,473.1,secondary,15
Katie,Ford,F,1997-05-08,Azerbaijan,United Kingdom,(07700) 900 576,LU4E 7TU,ZZ 348898 T,112932419,0,88.3,1.8,B+,2.8,27.8,secondary,4
Charlie,Ingram,M,1988-01-20,Jordan,United Kingdom,+44(0)7700 900 981,FY92 0AL,ZZ 524979 T,125588698,0,80.7,1.53,A+,8.4,30.0,masters,47
Marc,Barlow,M,1968-01-16,Romania,United Kingdom,07700900318,M3B 7AN,ZZ 07 81 26 T,059375964,0,64.4,1.88,O+,2.8,0.7,secondary,45
Denise,Buckley,F,1958-10-19,Algeria,United Kingdom,(07700)900124,M0 6AD,ZZ843341T,025680531,0,90.9,1.42,A+,9.7,193.5,secondary,25
Gareth,King,M,1956-04-29,Kyrgyz Republic,United Kingdom,+44(0)7700 900 521,BB6V 4AQ,ZZ997214T,108287408,0,71.5,1.53,O+,3.3,66.2,other,14
William,Moore,M,1985-03-04,Namibia,United Kingdom,+44(0)7700 900690,RH51 8HX,ZZ 526730 T,084734428,0,51.4,1.58,A+,8.1,29.9,secondary,7
Margaret,Walsh,F,1994-07-30,Central African Republic,United Kingdom,(07700)900934,W9 5YB,ZZ 882683 T,089635593,0,66.1,1.69,O+,2.7,368.9,primary,47
Jacob,Fox,M,1993-02-21,Tunisia,United Kingdom,+44(0)7700 900 365,G2 6UJ,ZZ 96 19 74 T,031756556,0,46.3,1.62,O+,1.4,144.6,bachelor,43
Jane,Johnson,F,1991-08-26,Malta,United Kingdom,+447700900770,B2 6LN,ZZ 47 77 65 T,105582614,0,42.1,1.49,O-,0.0,242.2,masters,12
Mohamed,Lowe,M,1977-06-27,Lesotho,United Kingdom,07700 900131,SY4 9HS,ZZ 96 80 35 T,030168051,0,51.9,1.93,O-,7.5,4.3,bachelor,13
Simon,Fox,M,1996-10-21,Cayman Islands,United Kingdom,07700 900498,AL89 2AH,ZZ152530T,106611694,0,72.2,1.67,A+,9.3,119.6,masters,3
Arthur,West,M,1963-03-28,Bahamas,United Kingdom,+447700900987,TD1N 6ZL,ZZ 900269 T,047295441,0,69.9,1.79,B+,4.4,62.7,secondary,46
Denis,Taylor,M,1956-12-24,Belarus,United Kingdom,(07700) 900 981,BN51 4PT,ZZ 084958 T,065192241,0,78.3,1.41,O+,8.9,208.7,secondary,24
Sally,Watson,F,1984-07-05,Australia,United Kingdom,(07700)900176,N83 6HG,ZZ987941T,033530385,0,83.6,1.83,A+,9.8,353.1,bachelor,4
Victoria,Edwards,F,1994-10-08,Malawi,United Kingdom,07700 900057,B9C 7EY,ZZ814380T,120213722,0,94.2,1.65,O+,8.9,230.4,secondary,22
Jason,Johnson,M,1964-06-13,Moldova,United Kingdom,+44(0)7700 900 109,TD9 3ZH,ZZ 125191 T,071228989,0,89.6,1.41,B+,2.7,82.2,bachelor,42
Deborah,Faulkner,F,1966-01-29,Cocos (Keeling) Islands,United Kingdom,(07700) 900859,L0F 4NU,ZZ761128T,023089118,0,83.8,1.71,O+,9.6,209.7,secondary,16
Anna,Chan,F,1979-10-31,Lesotho,United Kingdom,+44(0)7700 900 673,NG0Y 7HN,ZZ875063T,014829662,1,53.6,1.68,O+,9.5,123.6,other,27
Eleanor,Arnold,F,1963-01-15,French Polynesia,United Kingdom,(07700) 900365,TA7 3UG,ZZ417528T,024294258,0,45.7,1.98,AB+,8.7,421.7,secondary,43
Catherine,Price,F,1986-07-26,Saint Vincent and the Grenadines,United Kingdom,(07700) 900145,B9 7PB,ZZ 600011 T,124505805,0,46.1,1.85,O+,1.1,199.8,secondary,34
Charles,Smith,M,1982-05-17,Uruguay,United Kingdom,07700900588,SS8A 1QT,ZZ 197353 T,076415975,0,87.0,1.82,O+,9.1,123.9,secondary,38
Christian,Donnelly,M,1993-12-13,Nauru,United Kingdom,+44(0)7700 900390,EX75 4JU,ZZ 45 32 52 T,116531777,0,79.5,1.87,O+,4.5,358.1,secondary,17
Chelsea,Jones,F,2003-08-21,Faroe Islands,United Kingdom,+447700900830,M2 2WF,ZZ 785398 T,012708031,0,97.1,1.48,O+,3.2,366.5,secondary,38
Diana,Fowler,F,2000-10-23,Peru,United Kingdom,+447700 900 815,IP1N 2YB,ZZ968302T,097340951,0,45.7,1.97,O+,2.4,204.2,bachelor,47
Eleanor,Atkins,F,1997-05-14,Mozambique,United Kingdom,(07700) 900 572,B4 7TX,ZZ 208421 T,077611422,0,91.7,1.75,A-,4.6,397.3,masters,34
Ryan,Briggs,M,1969-08-09,New Zealand,United Kingdom,(07700) 900209,EN2R 3ZD,ZZ805084T,063746673,0,36.7,1.63,B+,5.1,128.0,secondary,40
Jordan,Vincent,M,1997-01-22,Eritrea,United Kingdom,+44(0)7700900097,W35 7JZ,ZZ 00 53 03 T,077010421,0,35.8,1.49,O-,4.7,25.4,bachelor,24
Gary,Hargreaves,M,2002-07-06,Somalia,United Kingdom,+44(0)7700 900 115,SS9N 1XH,ZZ 362040 T,081698062,0,74.9,1.78,O+,4.9,52.4,secondary,22
Brandon,Clayton,M,1978-02-11,Armenia,United Kingdom,(07700)900181,N75 2HN,ZZ 858415 T,017841414,0,48.8,1.63,B-,3.3,332.3,bachelor,47
Paula,Walker,F,1956-09-19,Trinidad and Tobago,United Kingdom,07700 900620,SK5R 8LG,ZZ 902515 T,048421528,0,64.0,1.77,O+,2.7,89.0,secondary,17
Iain,Burrows,M,1989-06-10,Nauru,United Kingdom,+44(0)7700 900 247,WA9 6GS,ZZ 631189 T,030643576,0,79.3,1.43,O+,2.1,82.4,bachelor,49
Graham,Brown,M,1978-09-29,Croatia,United Kingdom,07700 900 868,B0K 3BW,ZZ740179T,012188745,0,39.0,1.71,O+,3.8,64.7,primary,21
Nicola,Moss,F,1979-10-01,Guernsey,United Kingdom,+447700 900 467,W39 8SR,ZZ 11 00 83 T,108419399,1,65.1,1.58,A+,0.9,225.1,bachelor,32
Nicholas,Leach,M,2001-03-07,Seychelles,United Kingdom,(07700) 900311,TQ80 7LZ,ZZ569952T,108520592,0,78.3,1.7,O-,2.6,426.0,secondary,15
Frank,Hayward,M,1962-08-05,Saint Barthelemy,United Kingdom,07700900635,NE2X 2WP,ZZ 48 66 98 T,124727573,0,86.6,1.67,A-,0.1,351.0,other,39
Jamie,Cross,M,1994-09-06,Christmas Island,United Kingdom,07700 900805,M89 4BR,ZZ 26 57 16 T,042496795,0,62.5,1.64,A+,7.9,393.0,bachelor,2
Brenda,Price,F,1967-10-31,Guadeloupe,United Kingdom,+447700 900 750,W5J 4DD,ZZ 95 14 52 T,072074365,0,36.9,1.78,O+,6.7,195.5,phD,19
Cheryl,Barrett,F,1966-12-13,Mauritius,United Kingdom,(07700) 900273,CA5H 7RB,ZZ 013027 T,098860126,0,82.3,1.46,O+,9.0,412.7,secondary,42
Victor,Young,M,2003-02-03,Vietnam,United Kingdom,(07700) 900 245,E92 0JL,ZZ 346244 T,054309870,0,91.3,1.42,A-,8.6,222.9,secondary,24
Carol,Howe,F,1957-11-13,Turkmenistan,United Kingdom,+44(0)7700 900 581,BD98 3NG,ZZ203336T,035801397,0,93.9,1.96,A+,0.9,149.7,secondary,10
Gregory,Thomas,M,1977-05-20,Mexico,United Kingdom,+447700 900 409,LL11 0YB,ZZ347312T,026767194,0,81.5,1.76,O+,0.0,72.8,bachelor,36
Lynne,Harris,F,1959-08-17,Comoros,United Kingdom,+44(0)7700 900349,N7E 1SN,ZZ 40 83 59 T,016735440,0,71.2,1.64,O+,8.5,225.8,secondary,4
Claire,Hunt,F,2003-03-02,Slovenia,United Kingdom,(07700)900076,E1 8AB,ZZ543075T,015901615,0,63.5,1.7,O-,8.8,89.5,masters,26
Terry,Carr,M,1968-07-05,Mongolia,United Kingdom,+44(0)7700 900 277,E79 4SX,ZZ 758757 T,090585713,0,79.7,1.94,A+,6.1,339.1,secondary,38
Vincent,Robinson,M,1966-03-11,New Caledonia,United Kingdom,+447700 900 813,S8E 9PE,ZZ 371843 T,052190052,0,35.0,1.7,A+,0.8,440.4,secondary,29
Ian,Bishop,M,1972-05-12,British Virgin Islands,United Kingdom,+44(0)7700 900563,S0A 5AR,ZZ 062303 T,021055940,0,77.5,1.84,A+,0.5,428.6,other,45
Samuel,McCarthy,M,1957-05-14,Palau,United Kingdom,+44(0)7700900365,TD4 9HR,ZZ 99 98 47 T,027539538,0,66.6,1.78,O+,5.4,337.5,bachelor,30
James,Smith,M,1957-09-07,Suriname,United Kingdom,07700900598,G72 8JQ,ZZ 91 59 95 T,038435634,0,84.0,1.98,O+,5.8,458.6,bachelor,17
Samuel,Hewitt,M,1984-08-05,Turkey,United Kingdom,+44(0)7700900502,S2A 0JT,ZZ 09 85 50 T,099284073,0,82.9,1.89,A+,9.0,289.0,bachelor,41
Georgia,Smith,F,2000-07-02,Guinea,United Kingdom,+44(0)7700900087,N4 2AZ,ZZ 44 22 69 T,081692576,0,60.5,1.94,O+,4.0,233.7,bachelor,5
Ricky,Read,M,1977-06-20,Hungary,United Kingdom,+44(0)7700900830,GL57 8NX,ZZ 478584 T,055350776,0,68.7,1.86,A+,9.9,233.6,masters,19
Bruce,Turner,M,1990-02-14,South Africa,United Kingdom,(07700) 900 258,MK97 3AB,ZZ 76 61 12 T,064121909,1,79.9,1.42,A+,2.6,479.5,masters,35
Roy,Pickering,M,1993-05-10,Cook Islands,United Kingdom,07700 900058,E0 1ZE,ZZ 763378 T,060824006,0,46.8,1.49,O+,0.1,31.6,other,14
